ID,Age,Gender,Education,Country,Ethnicity,Nscore,Escore,Oscore,Ascore,Cscore,Impulsive,SS,Cannabis
1496,18-24,M,"Some college or university, no certificate or degree",UK,White,0.91093,-3.27393,-0.45174,-1.47955,-1.78169,1.86203,0.7654,False
1497,18-24,M,"Some college or university, no certificate or degree",UK,White,-0.79151,-0.94779,-0.01928,-0.60633,-0.40581,-0.71126,0.07987,False
1498,25-34,M,Masters degree,Other,White,-1.1943,0.16767,0.29338,-0.91699,-0.89891,0.19268,1.2247,True
1499,45-54,F,Left school before 16 years,USA,White,0.62967,-0.15487,-0.45174,-0.45321,-1.0145,0.19268,-0.52593,False
1500,45-54,M,University degree,USA,White,-1.05308,0.96248,0.44585,-0.01729,0.58489,0.88113,1.2247,True
1501,25-34,M,Doctorate degree,USA,Other,-0.34799,0.47617,-0.01928,-0.60633,-0.00665,0.52975,1.2247,False
1502,18-24,F,"Some college or university, no certificate or degree",USA,White,0.62967,0.16767,0.58331,-2.07848,-0.00665,1.86203,-0.21575,False
1503,18-24,M,University degree,USA,White,0.41667,-1.92173,0.88309,-0.15487,-0.52745,0.19268,-0.52593,True
1504,25-34,M,University degree,USA,White,-0.46725,0.47617,1.43533,-0.30172,-0.40581,0.19268,0.7654,False
1505,18-24,F,University degree,USA,Mixed-White/Asian,-0.46725,0.00332,-0.31776,0.13136,-0.52745,1.29221,1.2247,False
1506,35-44,F,Professional certificate/ diploma,USA,White,1.72012,-2.72827,0.29338,1.2861,-0.78155,-0.21712,-0.21575,False
1507,45-54,F,Doctorate degree,UK,White,0.04257,1.58487,1.06238,0.59042,2.04506,-0.21712,-0.52593,True
1508,18-24,F,Left school at 16 years,UK,White,2.82196,-2.44904,1.06238,-0.76096,-2.18109,-0.21712,-0.84637,True
1509,18-24,F,University degree,UK,White,1.02119,-0.69509,0.88309,-1.772,-0.40581,0.19268,0.40148,False
1510,25-34,F,Professional certificate/ diploma,USA,White,0.73545,-1.23177,0.7233,0.59042,-0.00665,0.52975,0.7654,False
1511,25-34,M,"Some college or university, no certificate or degree",USA,White,0.91093,-2.11437,-0.17779,-0.45321,-0.89891,-1.37983,-0.84637,True
1512,18-24,M,University degree,USA,White,0.73545,-0.80615,1.65653,0.13136,-1.25773,-0.21712,-0.52593,False
1513,18-24,M,Left school before 16 years,USA,White,2.28554,-0.69509,0.29338,-0.60633,-0.14277,-1.37983,-0.84637,False
1514,18-24,M,"Some college or university, no certificate or degree",USA,Mixed-White/Asian,-0.14882,-0.57545,-0.84732,-0.60633,-0.52745,-0.21712,-2.07848,False
1515,25-34,M,Left school at 18 years,USA,White,1.23461,-2.32338,0.29338,-0.30172,-1.92173,0.19268,-0.52593,True
1516,18-24,M,"Some college or university, no certificate or degree",USA,White,1.02119,-0.43999,-0.01928,-1.34289,-1.13788,1.86203,1.2247,False
1517,18-24,M,Left school at 18 years,USA,White,-0.79151,1.93886,1.65653,-1.07533,-0.40581,1.86203,1.92173,False
1518,45-54,M,Doctorate degree,USA,White,0.62967,-1.37639,1.43533,-0.91699,-0.52745,1.86203,0.7654,False
1519,18-24,M,Professional certificate/ diploma,USA,White,0.04257,-1.6334,1.88511,-0.91699,0.12331,0.19268,0.40148,False
1520,18-24,M,"Some college or university, no certificate or degree",USA,White,-0.24649,-0.80615,-1.27553,-1.34289,-1.92173,-0.71126,0.07987,False
1521,18-24,M,"Some college or university, no certificate or degree",Other,White,1.37297,-0.30033,-0.17779,-0.15487,-1.25773,0.19268,-0.21575,True
1522,18-24,M,Professional certificate/ diploma,USA,White,1.37297,-1.6334,1.06238,-0.91699,-1.38502,1.29221,0.7654,False
1523,25-34,M,Professional certificate/ diploma,USA,White,-0.05188,-2.72827,1.24033,1.45039,0.41594,-1.37983,-2.07848,False
1524,18-24,M,"Some college or university, no certificate or degree",USA,White,0.82562,2.127,1.88511,0.13136,-0.65253,1.86203,1.92173,False
1525,18-24,M,Left school at 18 years,USA,White,1.60383,-2.21069,1.24033,0.43852,-1.38502,0.52975,0.40148,False
1526,18-24,M,Left school at 16 years,Australia,White,0.82562,1.2861,0.29338,-1.21213,-0.89891,0.88113,1.92173,False
1527,18-24,M,Left school at 18 years,USA,White,0.52135,1.2861,1.24033,-0.45321,-0.52745,1.86203,0.7654,False
1528,18-24,M,"Some college or university, no certificate or degree",USA,White,0.91093,0.00332,1.06238,-1.21213,-1.5184,1.29221,0.40148,False
1529,18-24,F,University degree,UK,White,-1.86962,1.93886,0.58331,-1.47955,0.12331,1.29221,1.92173,False
1530,18-24,M,"Some college or university, no certificate or degree",USA,White,-1.55078,0.96248,1.65653,-0.01729,-0.14277,1.29221,0.7654,False
1531,18-24,M,Left school before 16 years,New Zealand,White,-1.1943,-0.94779,1.06238,1.2861,-0.52745,0.88113,1.2247,False
1532,25-34,F,University degree,USA,Other,-0.14882,0.96248,1.24033,0.76096,-0.27607,-0.21712,0.07987,False
1533,18-24,M,"Some college or university, no certificate or degree",USA,White,1.02119,-1.7625,0.58331,-0.15487,-2.57309,0.88113,-0.21575,False
1534,18-24,M,"Some college or university, no certificate or degree",USA,Other,-0.92104,1.2861,-0.45174,-0.60633,-0.00665,0.88113,1.2247,False
1535,25-34,M,Left school at 18 years,Australia,White,0.04257,0.32197,-0.97631,0.28783,-0.65253,-0.71126,0.7654,False
1536,35-44,F,"Some college or university, no certificate or degree",Republic of Ireland,White,0.31287,0.00332,-0.84732,-0.60633,-0.52745,-0.71126,0.07987,False
1537,18-24,F,"Some college or university, no certificate or degree",USA,Other,-0.46725,0.80523,0.29338,2.03972,1.81175,-1.37983,-0.21575,False
1538,18-24,F,"Some college or university, no certificate or degree",USA,White,0.13606,-0.94779,-1.11902,0.43852,-1.13788,-0.71126,0.7654,False
1539,18-24,F,"Some college or university, no certificate or degree",USA,Other,0.04257,1.74091,-0.58331,-0.45321,2.33337,0.88113,1.92173,True
1540,18-24,M,"Some college or university, no certificate or degree",USA,White,1.13281,-0.69509,0.88309,0.94156,-0.89891,1.29221,0.7654,False
1541,18-24,F,"Some college or university, no certificate or degree",USA,White,0.62967,-0.15487,1.88511,1.45039,0.12331,0.88113,-0.84637,False
1542,18-24,M,"Some college or university, no certificate or degree",USA,White,-1.55078,1.2861,-0.97631,0.43852,0.93949,0.19268,1.92173,False
1543,25-34,M,"Some college or university, no certificate or degree",USA,White,0.82562,-3.00537,0.29338,-1.34289,-2.04506,0.88113,0.7654,False
1544,18-24,M,"Some college or university, no certificate or degree",UK,White,-0.14882,-0.43999,-0.71727,-0.76096,-1.64101,1.29221,0.7654,False
1545,18-24,M,"Some college or university, no certificate or degree",USA,White,0.82562,0.80523,0.88309,0.59042,-0.78155,0.19268,0.07987,False
1546,18-24,F,"Some college or university, no certificate or degree",USA,White,1.02119,-0.94779,0.88309,0.13136,-0.14277,-0.71126,0.40148,False
1547,18-24,M,Left school at 18 years,USA,Other,-0.24649,-1.92173,0.29338,-0.60633,-1.13788,0.52975,0.40148,False
1548,18-24,F,"Some college or university, no certificate or degree",USA,White,1.49158,0.16767,0.88309,-0.01729,0.58489,0.52975,0.7654,False
1549,25-34,M,University degree,UK,White,-1.1943,-0.57545,-1.68062,0.28783,1.30612,-1.37983,-0.84637,True
1550,25-34,F,Masters degree,UK,White,-0.67825,-0.94779,0.58331,0.28783,1.30612,-0.71126,-0.84637,True
1551,25-34,F,Professional certificate/ diploma,UK,White,-0.46725,0.00332,-1.11902,0.28783,-0.00665,0.19268,-0.52593,True
1552,55-64,F,Professional certificate/ diploma,UK,White,0.41667,-1.50796,-1.82919,-0.91699,-0.40581,-1.37983,-2.07848,True
1553,45-54,F,"Some college or university, no certificate or degree",UK,White,-0.14882,-0.94779,-1.27553,-0.60633,0.41594,-0.21712,0.07987,True
1554,45-54,F,Professional certificate/ diploma,UK,White,-0.58016,-0.57545,-1.27553,0.94156,0.93949,-1.37983,-2.07848,True
1555,18-24,M,"Some college or university, no certificate or degree",UK,White,-0.05188,-2.32338,-0.84732,-1.772,-0.40581,1.29221,-0.21575,True
1556,25-34,M,Masters degree,UK,White,-1.55078,1.11406,-0.01928,-0.01729,1.46191,0.19268,0.07987,True
1557,18-24,F,Masters degree,UK,White,0.31287,0.80523,-0.97631,0.28783,0.25953,-0.21712,0.40148,False
1558,25-34,F,"Some college or university, no certificate or degree",UK,White,-1.32828,1.58487,-0.58331,1.61108,1.13407,0.19268,-0.21575,True
1559,55-64,F,University degree,UK,White,-1.86962,1.58487,0.44585,0.76096,1.63088,0.19268,-0.52593,True
1560,18-24,F,University degree,UK,Mixed-White/Black,-0.92104,-0.15487,-0.84732,-0.76096,1.30612,-0.71126,-0.21575,True
1561,25-34,F,Masters degree,UK,Asian,0.73545,0.16767,-0.71727,-0.91699,1.13407,-1.37983,-0.84637,True
1562,35-44,F,University degree,UK,White,0.62967,-1.50796,-0.31776,0.28783,-0.14277,-0.71126,-2.07848,True
1563,45-54,F,Left school before 16 years,UK,White,0.22393,-0.30033,-1.27553,-0.60633,-0.27607,-0.21712,-0.52593,True
1564,35-44,M,Professional certificate/ diploma,UK,White,0.73545,-1.50796,-0.84732,-0.15487,-1.13788,0.88113,0.07987,False
1565,35-44,F,University degree,UK,White,-0.05188,1.74091,-2.8595,-0.76096,2.63199,-1.37983,-1.54858,True
1566,45-54,F,Professional certificate/ diploma,UK,White,-0.46725,-0.30033,-1.42424,1.45039,2.04506,-0.71126,-0.52593,True
1567,35-44,F,Professional certificate/ diploma,UK,White,0.82562,0.80523,0.29338,1.2861,0.25953,-1.37983,-1.18084,True
1568,45-54,F,Professional certificate/ diploma,UK,White,2.46262,-2.5383,-0.31776,-0.91699,-0.78155,-0.71126,-1.54858,True
1569,35-44,M,Masters degree,UK,White,-1.55078,0.80523,1.24033,1.81866,-0.00665,0.19268,-0.21575,True
1570,25-34,M,University degree,UK,White,-0.05188,0.47617,-1.11902,-0.76096,-0.27607,-1.37983,-0.84637,True
1571,25-34,F,Masters degree,UK,White,-1.05308,1.2861,-0.45174,-0.15487,-0.00665,0.88113,-0.84637,True
1572,45-54,M,Professional certificate/ diploma,UK,White,-0.79151,-0.43999,-0.01928,1.81866,0.7583,-0.71126,-0.52593,True
1573,18-24,F,"Some college or university, no certificate or degree",UK,White,-0.58016,-0.30033,-0.84732,0.59042,0.58489,-0.71126,-1.54858,True
1574,25-34,F,Masters degree,UK,White,0.31287,0.00332,-0.31776,0.59042,0.41594,0.19268,0.7654,True
1575,45-54,F,Professional certificate/ diploma,UK,White,1.02119,0.32197,0.7233,1.61108,-0.52745,0.88113,-0.84637,True
1576,35-44,F,University degree,UK,White,-0.05188,0.96248,-1.11902,0.94156,1.63088,-1.37983,-2.07848,True
1577,35-44,F,"Some college or university, no certificate or degree",UK,White,-0.24649,0.16767,-1.82919,-0.45321,0.41594,-1.37983,-0.52593,True
1578,25-34,F,Masters degree,UK,White,-0.24649,0.80523,-0.58331,1.45039,0.93949,0.19268,-0.84637,True
1579,45-54,F,University degree,UK,White,-1.05308,-0.15487,-1.11902,-0.45321,0.58489,-1.37983,-0.84637,True
1580,45-54,F,Masters degree,UK,White,0.41667,-0.43999,1.43533,1.2861,0.7583,-0.21712,-0.52593,True
1581,35-44,F,Left school at 16 years,UK,White,-0.46725,0.16767,-0.45174,1.2861,0.58489,-1.37983,-0.52593,True
1582,45-54,F,Professional certificate/ diploma,UK,White,0.62967,-1.50796,-2.39883,-0.91699,0.12331,-1.37983,-2.07848,True
1583,35-44,F,Masters degree,UK,White,-0.24649,-0.15487,-1.27553,0.43852,1.46191,-0.21712,-0.84637,True
1584,35-44,M,Professional certificate/ diploma,UK,White,0.31287,-1.23177,-0.01928,0.76096,0.12331,-0.71126,-0.84637,True
1585,35-44,F,Masters degree,UK,White,0.73545,2.32338,0.14143,1.81866,0.12331,0.19268,0.7654,True
1586,25-34,F,University degree,UK,White,0.13606,1.11406,0.14143,-0.15487,0.58489,0.88113,0.40148,True
1587,35-44,F,University degree,UK,White,0.04257,-0.15487,0.88309,-0.30172,0.58489,0.19268,-0.84637,False
1588,35-44,F,Professional certificate/ diploma,UK,White,-0.34799,0.80523,-1.68062,-0.60633,0.41594,-0.21712,-0.21575,True
1589,35-44,M,Left school at 16 years,UK,White,-1.32828,2.127,-0.58331,-0.60633,0.12331,-0.21712,-0.21575,True
1590,35-44,M,Professional certificate/ diploma,UK,White,-2.05048,1.45421,-0.01928,0.28783,0.93949,0.52975,0.07987,True
1591,35-44,F,University degree,UK,White,0.82562,-0.69509,-0.84732,1.45039,1.13407,-0.21712,0.40148,True
1592,45-54,F,Professional certificate/ diploma,UK,White,-2.05048,0.80523,-0.97631,2.75696,1.13407,-1.37983,-2.07848,True
1593,45-54,F,University degree,UK,White,-0.79151,1.93886,-0.45174,1.11406,0.41594,0.88113,1.92173,True
1594,35-44,F,Doctorate degree,UK,White,0.04257,0.80523,0.29338,-0.01729,-0.14277,-0.21712,-0.52593,True
1595,25-34,F,University degree,UK,White,-0.24649,1.11406,-0.45174,-0.15487,0.41594,-0.71126,-0.84637,True
1596,25-34,F,University degree,UK,White,-0.58016,1.74091,0.88309,-0.01729,-0.27607,1.29221,0.7654,False
1597,55-64,F,"Some college or university, no certificate or degree",UK,White,-0.05188,0.63779,0.14143,0.43852,0.41594,-0.21712,-1.54858,True
1598,35-44,F,University degree,UK,White,-0.67825,0.32197,-0.97631,0.59042,0.12331,-0.71126,-0.84637,True
1599,25-34,F,Masters degree,UK,White,-0.79151,1.2861,-1.82919,0.13136,0.7583,-0.71126,-0.84637,True
1600,25-34,F,Professional certificate/ diploma,UK,White,-1.1943,1.11406,-1.42424,0.28783,-0.00665,-0.71126,-0.84637,True
1601,25-34,F,Professional certificate/ diploma,UK,White,-0.67825,0.96248,-1.11902,-0.15487,0.58489,0.19268,-0.21575,True
1602,25-34,M,Masters degree,UK,White,0.13606,0.63779,0.14143,-0.91699,1.63088,-0.71126,-1.54858,True
1603,55-64,F,Masters degree,UK,White,0.31287,0.47617,1.06238,-0.30172,-0.78155,0.52975,0.7654,True
1604,25-34,F,University degree,UK,White,-0.05188,2.8595,1.88511,0.94156,-0.89891,1.86203,1.2247,True
1605,45-54,M,Left school at 16 years,UK,White,-0.34799,1.93886,-0.01928,0.76096,1.30612,-1.37983,-0.84637,True
1606,25-34,F,University degree,UK,Asian,-0.24649,2.127,-2.21069,-0.91699,-0.14277,1.29221,-0.21575,True
1607,35-44,F,Professional certificate/ diploma,UK,White,-1.55078,1.45421,0.44585,0.43852,0.58489,-0.71126,-1.18084,True
1608,35-44,F,Masters degree,UK,White,-0.79151,0.32197,-0.01928,-0.15487,1.13407,-0.21712,-0.21575,True
1609,25-34,M,"Some college or university, no certificate or degree",USA,White,-0.24649,-1.09207,2.44904,-0.91699,-0.65253,1.29221,0.7654,False
1610,25-34,F,University degree,UK,White,-0.14882,-1.09207,-1.68062,0.94156,0.7583,-0.71126,-2.07848,True
1611,45-54,F,University degree,UK,White,0.22393,0.63779,-0.97631,0.76096,-0.52745,-1.37983,-2.07848,True
1612,25-34,F,University degree,UK,White,-0.34799,-0.43999,-1.42424,1.11406,0.93949,-1.37983,-1.54858,True
1613,35-44,F,University degree,UK,Mixed-White/Black,0.13606,1.2861,-0.97631,0.43852,-0.00665,-0.21712,-0.21575,True
1614,25-34,M,"Some college or university, no certificate or degree",UK,White,-2.52197,2.32338,0.29338,-1.47955,0.58489,0.88113,1.2247,True
1615,35-44,F,Doctorate degree,UK,White,-1.1943,0.47617,1.24033,1.11406,3.00537,-0.21712,0.07987,True
1616,55-64,M,Professional certificate/ diploma,UK,White,0.62967,-1.50796,-1.55521,0.76096,-0.40581,0.19268,-0.21575,True
1617,25-34,M,Masters degree,UK,White,0.52135,0.00332,0.7233,0.59042,-0.27607,0.88113,1.92173,True
1618,45-54,M,Professional certificate/ diploma,UK,White,0.31287,0.16767,-1.11902,0.59042,0.58489,0.52975,-0.52593,True
1619,25-34,M,"Some college or university, no certificate or degree",USA,White,0.31287,-0.30033,1.06238,-0.30172,-0.89891,0.88113,1.92173,False
1620,45-54,M,Professional certificate/ diploma,UK,White,0.13606,0.00332,-0.45174,-0.60633,0.7583,-0.21712,0.40148,True
1621,25-34,M,University degree,UK,Black,1.37297,-0.30033,-0.97631,-0.30172,-0.27607,0.19268,-0.52593,True
1622,35-44,M,Professional certificate/ diploma,UK,White,-1.55078,-0.15487,0.58331,0.43852,1.13407,0.19268,-0.21575,True
1623,35-44,M,University degree,UK,White,0.52135,-0.80615,-1.27553,0.59042,-0.89891,0.19268,-1.18084,True
1624,45-54,M,Masters degree,UK,White,0.13606,-0.69509,-0.17779,-0.76096,-0.27607,-0.71126,-0.84637,True
1625,35-44,M,"Some college or university, no certificate or degree",UK,White,-0.79151,0.47617,-0.01928,0.13136,0.12331,-0.21712,0.07987,False
1626,35-44,F,Professional certificate/ diploma,UK,White,-0.79151,0.32197,-1.27553,0.76096,0.7583,-1.37983,-1.18084,True
1627,25-34,F,Professional certificate/ diploma,UK,White,-1.43907,0.63779,-1.42424,0.59042,0.58489,-1.37983,-1.18084,True
1628,25-34,F,Masters degree,UK,White,-1.86962,1.2861,-1.27553,-0.15487,1.46191,-1.37983,-2.07848,True
1629,25-34,F,Masters degree,UK,White,0.62967,0.00332,-0.01928,0.76096,-0.00665,-1.37983,-0.52593,True
1630,45-54,F,Professional certificate/ diploma,UK,White,0.13606,-0.15487,-0.84732,0.28783,0.58489,0.52975,-0.52593,True
1631,35-44,F,University degree,UK,White,-0.14882,0.47617,0.88309,-1.07533,-1.0145,0.19268,0.40148,True
1632,35-44,F,Professional certificate/ diploma,UK,White,-2.21844,0.47617,-0.17779,2.75696,1.13407,-0.71126,-0.84637,True
1633,35-44,M,Professional certificate/ diploma,Canada,White,1.60383,0.16767,-0.45174,-0.01729,1.81175,1.29221,1.92173,False
1634,45-54,F,Professional certificate/ diploma,UK,Black,-0.34799,0.32197,-0.84732,-0.30172,0.41594,0.88113,0.40148,True
1635,18-24,F,Left school at 18 years,UK,White,0.04257,-1.37639,-1.27553,-0.01729,-0.00665,-1.37983,-2.07848,True
1636,55-64,M,Left school before 16 years,UK,White,-1.43907,0.00332,-1.68062,0.43852,0.58489,-0.71126,-0.52593,True
1637,45-54,F,Professional certificate/ diploma,UK,White,0.04257,0.63779,-1.68062,-1.07533,-0.00665,-0.71126,-1.18084,True
1638,18-24,M,"Some college or university, no certificate or degree",USA,White,1.8399,-1.23177,0.14143,-1.47955,-1.0145,0.88113,1.2247,False
1639,45-54,F,Left school at 16 years,UK,White,0.22393,-0.57545,-0.71727,0.28783,0.41594,-0.71126,-0.52593,True
1640,45-54,F,Professional certificate/ diploma,UK,White,-0.05188,0.16767,-0.97631,-0.15487,-0.27607,0.19268,-1.18084,True
1641,35-44,F,Professional certificate/ diploma,UK,White,0.31287,0.63779,-0.58331,0.59042,0.12331,0.52975,0.07987,True
1642,45-54,F,Professional certificate/ diploma,UK,White,1.02119,0.00332,-0.17779,0.94156,0.93949,0.19268,-0.84637,True
1643,25-34,F,Masters degree,UK,White,-1.69163,0.47617,-1.42424,-0.30172,1.13407,-1.37983,-0.84637,True
1644,45-54,F,Professional certificate/ diploma,UK,White,0.04257,-0.80615,-0.01928,0.43852,-0.14277,-0.71126,-0.84637,True
1645,25-34,F,Masters degree,UK,White,-0.67825,-0.15487,-0.71727,0.76096,0.25953,-0.21712,-0.21575,True
1646,45-54,M,Left school at 16 years,UK,White,0.04257,1.11406,-0.31776,-0.01729,-0.14277,-0.21712,-0.52593,True
1647,35-44,M,Professional certificate/ diploma,UK,White,0.04257,-0.94779,0.14143,0.94156,0.58489,-1.37983,-1.54858,True
1648,35-44,M,Professional certificate/ diploma,UK,White,0.82562,-0.80615,-0.58331,0.43852,-0.40581,0.19268,0.40148,True
1649,25-34,F,Masters degree,UK,White,-0.67825,0.47617,-0.17779,0.76096,1.46191,-0.21712,-0.52593,True
1650,25-34,F,University degree,UK,White,-0.14882,-0.30033,-0.84732,-0.30172,1.46191,-0.71126,-0.21575,True
1651,25-34,F,University degree,UK,White,0.04257,1.58487,1.24033,1.2861,0.58489,1.29221,0.40148,False
1652,55-64,M,"Some college or university, no certificate or degree",USA,White,-1.69163,-1.23177,-0.84732,-1.47955,-0.40581,-0.71126,0.7654,True
1653,18-24,M,University degree,USA,White,0.22393,-1.23177,0.29338,-0.45321,-1.13788,0.19268,-1.18084,False
1654,25-34,F,Doctorate degree,UK,White,-0.79151,0.96248,-0.31776,1.81866,1.46191,-0.71126,0.07987,True
1655,55-64,M,Left school at 16 years,UK,White,0.31287,-0.30033,-0.71727,-1.6209,0.41594,-0.21712,-1.18084,True
1656,35-44,F,University degree,UK,White,-0.79151,1.11406,-1.82919,0.76096,0.93949,-0.71126,-1.54858,True
1657,18-24,F,University degree,UK,White,1.72012,-1.23177,-0.71727,-0.60633,0.12331,-1.37983,0.40148,True
1658,25-34,M,"Some college or university, no certificate or degree",Canada,White,-1.69163,0.16767,-0.31776,-0.45321,0.93949,-0.21712,0.07987,False
1659,18-24,M,Professional certificate/ diploma,UK,White,-0.14882,0.80523,2.44904,0.43852,-0.00665,1.29221,1.2247,False
1660,45-54,F,University degree,UK,White,-2.21844,0.63779,0.29338,0.13136,0.41594,-1.37983,-0.84637,True
1661,35-44,F,Professional certificate/ diploma,UK,White,1.60383,0.16767,2.15324,-1.34289,-1.38502,1.86203,1.92173,False
1662,18-24,F,Left school before 16 years,UK,White,-0.67825,-0.15487,-0.31776,1.61108,-0.27607,-0.71126,0.40148,False
1663,25-34,M,Professional certificate/ diploma,Other,White,-0.67825,1.11406,-0.01928,0.43852,-0.14277,0.88113,0.7654,False
1664,25-34,F,"Some college or university, no certificate or degree",UK,White,-1.05308,0.00332,-0.31776,0.43852,-0.78155,0.19268,0.40148,False
1665,25-34,F,Doctorate degree,UK,White,0.04257,0.47617,0.44585,0.76096,-0.14277,1.86203,1.2247,True
1666,25-34,F,University degree,UK,White,-0.58016,0.47617,-0.71727,2.03972,0.93949,0.19268,-0.21575,True
1667,18-24,M,"Some college or university, no certificate or degree",UK,White,0.04257,0.96248,1.65653,-0.60633,0.12331,1.86203,1.2247,False
1668,25-34,F,Doctorate degree,Australia,White,0.13606,-0.43999,-1.55521,-0.01729,0.93949,-1.37983,-1.54858,True
1669,35-44,M,Professional certificate/ diploma,UK,White,0.62967,-1.09207,-0.84732,-0.91699,0.41594,0.19268,0.40148,True
1670,35-44,F,University degree,Australia,White,-1.1943,-0.57545,-0.71727,0.43852,0.93949,0.88113,0.7654,True
1671,45-54,M,University degree,UK,White,0.62967,-0.80615,-1.82919,-1.07533,0.12331,-0.71126,-0.84637,True
1672,55-64,M,University degree,UK,White,0.62967,-0.43999,1.24033,0.94156,-1.13788,-0.71126,-0.21575,True
1673,25-34,F,University degree,UK,White,-0.58016,0.16767,-0.58331,0.76096,-1.13788,-0.21712,0.07987,True
1674,25-34,M,Professional certificate/ diploma,Republic of Ireland,White,-1.05308,0.47617,0.88309,0.43852,0.7583,-0.71126,-0.21575,False
1675,45-54,M,Professional certificate/ diploma,UK,White,-0.46725,0.16767,-1.42424,-0.30172,2.33337,-0.71126,-1.18084,True
1676,35-44,M,Professional certificate/ diploma,UK,White,-0.79151,1.11406,-2.09015,-0.30172,-0.52745,-0.21712,-1.18084,True
1677,25-34,F,University degree,UK,White,2.28554,-2.11437,-0.97631,1.11406,-0.65253,-1.37983,-0.84637,True
1678,18-24,F,"Some college or university, no certificate or degree",USA,White,1.37297,0.00332,-0.01928,0.76096,-0.27607,0.19268,-0.21575,False
1679,45-54,F,Professional certificate/ diploma,UK,White,-0.24649,0.80523,-1.68062,1.2861,1.13407,-0.71126,-1.54858,True
1680,18-24,F,University degree,UK,White,0.13606,0.63779,-0.01928,-2.21844,1.63088,0.19268,0.40148,True
1681,18-24,F,University degree,UK,White,-0.05188,1.2861,-0.71727,0.43852,0.41594,-0.71126,-0.52593,True
1682,45-54,F,"Some college or university, no certificate or degree",UK,White,-0.24649,1.58487,-0.84732,1.2861,0.58489,-0.71126,-0.84637,True
1683,45-54,M,Professional certificate/ diploma,UK,White,-0.46725,0.47617,-1.11902,-0.76096,-0.14277,-0.21712,0.7654,False
1684,18-24,M,"Some college or university, no certificate or degree",USA,Black,0.13606,-1.6334,-0.01928,0.43852,-1.5184,-0.21712,-0.21575,False
1685,25-34,M,University degree,USA,White,0.52135,-2.21069,0.44585,0.76096,0.25953,-0.21712,1.92173,False
1686,18-24,F,"Some college or university, no certificate or degree",USA,Black,1.37297,-2.03972,0.88309,-0.01729,-1.13788,-0.21712,0.40148,False
1687,35-44,F,Professional certificate/ diploma,UK,White,-1.05308,0.63779,-0.45174,0.59042,0.58489,-0.21712,-0.21575,True
1688,25-34,F,Professional certificate/ diploma,Canada,White,1.49158,-2.32338,-1.11902,2.03972,-0.27607,-0.71126,-1.54858,True
1689,25-34,F,Masters degree,USA,White,0.13606,0.96248,1.65653,0.43852,-0.27607,0.52975,0.07987,False
1690,35-44,M,"Some college or university, no certificate or degree",USA,White,1.02119,-1.50796,-0.84732,-1.47955,-0.00665,-1.37983,-0.52593,False
1691,25-34,M,"Some college or university, no certificate or degree",Other,White,1.98437,-1.7625,0.14143,1.45039,-0.89891,0.19268,-0.52593,False
1692,25-34,F,Doctorate degree,UK,White,-1.43907,0.80523,-0.01928,2.46262,-0.27607,-0.21712,-0.21575,True
1693,25-34,F,University degree,UK,White,0.73545,-0.30033,-0.31776,0.43852,-0.40581,-1.37983,-0.21575,True
1694,25-34,F,University degree,UK,White,-0.46725,0.80523,-0.97631,1.45039,1.13407,-1.37983,-1.18084,True
1695,45-54,M,Masters degree,UK,White,-0.92104,-0.30033,-0.01928,-0.30172,-0.40581,1.29221,-0.21575,False
1696,35-44,M,Professional certificate/ diploma,UK,White,-0.46725,0.63779,-0.17779,-0.15487,-0.65253,0.88113,-0.21575,True
1697,18-24,M,"Some college or university, no certificate or degree",USA,White,0.13606,-1.7625,-0.45174,0.28783,-0.40581,-0.71126,-0.52593,False
1698,55-64,M,Doctorate degree,UK,White,-1.1943,0.00332,0.7233,-1.21213,1.13407,-0.21712,0.07987,True
1699,45-54,F,University degree,UK,White,0.62967,-0.57545,0.7233,-0.15487,0.41594,0.52975,-0.84637,True
1700,25-34,F,Masters degree,USA,White,-1.69163,0.80523,0.7233,-0.15487,-0.00665,-0.21712,0.07987,False
1701,18-24,M,"Some college or university, no certificate or degree",USA,White,1.37297,-0.94779,2.15324,-1.772,-1.92173,1.86203,0.40148,False
1702,35-44,F,University degree,USA,White,1.98437,-0.80615,2.15324,0.76096,-0.00665,1.29221,1.92173,False
1703,25-34,F,Professional certificate/ diploma,UK,White,-0.58016,0.47617,-1.97495,0.28783,0.93949,-0.71126,-0.84637,True
1704,18-24,M,"Some college or university, no certificate or degree",USA,White,-0.34799,-0.69509,-0.58331,0.28783,-1.13788,-0.21712,-0.52593,True
1705,18-24,M,Left school at 18 years,Canada,White,0.41667,0.16767,-0.01928,-0.91699,-0.89891,0.52975,0.07987,False
1706,55-64,M,"Some college or university, no certificate or degree",UK,White,0.62967,-1.7625,-1.11902,-0.76096,-1.78169,0.52975,0.07987,False
1707,18-24,M,University degree,UK,White,-0.92104,0.32197,-1.42424,-0.60633,1.81175,-0.21712,0.07987,True
1708,18-24,F,Professional certificate/ diploma,UK,White,-0.46725,0.80523,-0.58331,0.94156,-0.14277,0.52975,-0.84637,True
1709,35-44,F,University degree,UK,White,-0.46725,0.96248,-0.84732,0.28783,1.13407,0.19268,-0.21575,True
1710,45-54,F,University degree,UK,White,-1.05308,1.2861,-0.84732,0.94156,-0.14277,-0.21712,-0.52593,True
1711,35-44,F,Left school at 18 years,UK,White,-0.79151,-0.80615,0.7233,-0.91699,0.25953,-0.71126,-0.21575,True
